Codrecurso,URLNombreCast,Nombre,URLNombreBuscador,CodCategoria,IdRecursoCategoria,IDCATEGORIA,NombreLocalidad,Tipo,Especialidad,Path,ImgFichero,DescripZona,Distancia,GEORR_X,GEORR_Y,DIPLOMACOMPROMISO
"1471","Orradre","Orradre","Restauracion","081005","2360","02010000","SORAUREN","Restaurantes","Casera o regional","02\01\00\00\","1471FotoTH1.jpg","Cuenca de Pamplona","","613621","4747024","NO"
"1361","Orreaga","Orreaga","Restauracion","081005","2250","02010000","BURLADA","Restaurantes","Casera o regional","02\01\00\00\","1361FotoTH1.jpg","Cuenca de Pamplona","","613187","4742144","NO"
"6431","Orrega/Roncesvalles","Orrega/Roncesvalles","Restauracion","081002","6930","02010000","ORREAGA/RONCESVALLES","Restaurantes","Casera o regional","02\01\00\00\","6431FotoTH1.JPG","Pirineos","","636902","4763289","NO"
"7298","Osate","Osate","Restauracion","081001","7280","02010000","OCHAGAVÍA","Restaurantes","Casera o regional, De tapas y raciones, Rápida, Vegetariana","02\01\00\00\","7298FotoTH1.JPG","Pirineos","","655747","4751493","NO"
"1703","Osiris","Osiris","Restauracion","081101                                            ","2592","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","608730","4740280","NO"
"3933","Oskia","Oskia","Restauracion","081005","2671","02010000","ERROTZ","Restaurantes","Casera o regional","02\01\00\00\","3933FotoTH1.jpg","Pirineos","","595944","4749862","NO"
"1313","Ospel","Ospel","Restauracion","081005","2202","02010000","OLLOKI","Restaurantes","Casera o regional","02\01\00\00\","1313FotoTH1.jpg","Pirineos","","615467","4743624","NO"
"5566","Ospel","Ospel","Restauracion","                                                  ","2884","02030000","OLLOKI","Bares de pinchos","","02\03\00\00\","5566FotoTH1.jpg","Pirineos","","615467","4743624","NO"
"1496","Ostargi","Ostargi","Restauracion","081005","2385","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1496FotoTH1.jpg","Cuenca de Pamplona","","612918","4740674","NO"
"1211","Ostatua Posada","Ostatua Posada","Restauracion","081005","2100","02010000","ARRUAZU","Restaurantes","Casera o regional","02\01\00\00\","1211FotoTH1.jpg","Pirineos","","585705","4771060","NO"
"1576","Pabellón Deportivo de Estella-Lizarra","Pabellón Deportivo de Estella-Lizarra","Restauracion","081005","2465","02010000","ESTELLA-LIZARRA","Restaurantes","Casera o regional","02\01\00\00\","1576FotoTH1.jpg","Zona Media","","578902","4724759","NO"
"1225","Pablo-Enea","Pablo-Enea","Restauracion","081005","2114","02010000","ARANTZA","Restaurantes","Casera o regional","02\01\00\00\","1225FotoTH1.jpg","Pirineos","","603507","4783373","NO"
"4654","Pagoa","Pagoa","Restauracion","                                                  ","2752","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4654FotoTH1.jpg","Cuenca de Pamplona","","608232","4739877","NO"
"215","Pagocelai","Pagocelai","Restauracion","","2984","02040000","GORRITI","Restaurantes","","01\01\03\00\","215FotoTH1.jpg","Pirineos","","584936","4767938","NO"
"1664","Palace","Palace","Restauracion","081101                                            ","2553","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610869","4741071","NO"
"1549","Palacio Castillo de Gorraiz","Palacio Castillo de Gorraiz","Restauracion","081003","2438","02010000","GORRÁIZ","Restaurantes","Casera o regional","02\01\00\00\","1549FotoTH1.jpg","Cuenca de Pamplona","","616183","4742069","NO"
"1298","Palacio Chino","Palacio Chino","Restauracion","081005","2187","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","1298FotoTH1.jpg","Cuenca de Pamplona","","611075","4741351","NO"
"4964","Palacio Dos Olivos","Palacio Dos Olivos","Restauracion","","3049","02040000","GALDEANO","Restaurantes","Casera o regional","01\01\05\00\","4964FotoTH1.jpg","Zona Media","","574336","4730607","NO"
"7041","Palacio Guendulain","Palacio Guendulain","Restauracion","081003","6952","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","7041FotoTH1.JPG","Cuenca de Pamplona","","610749","4741323","NO"
"6449","Palacio Yrisarri","Palacio Yrisarri","Restauracion","081002","6506","02010000","IGANTZI","Restaurantes","Casera o regional, Innovadora","02\01\00\00\","6449FotoTH1.jpg","Pirineos","","605658","4784405","NO"
"5110","Pamplona Catedral Hotel","Pamplona Catedral Hotel","Restauracion","","3055","02040000","PAMPLONA","Restaurantes","","01\01\01\00\","5110FotoTH1.jpg","Cuenca de Pamplona","","610867","4741744","NO"
"7102","Parador de Turismo de Olite","Parador de Turismo de Olite","Restauracion","081003","6998","02010000","OLITE","Restaurantes","Casera o regional","02\01\00\00\","7102FotoTH1.JPG","Zona Media","","610933","4704187","NO"
"1379","Pardix Ostatu","Pardix Ostatu","Restauracion","081005","2268","02010000","ORBAIZETA","Restaurantes","Casera o regional","02\01\00\00\","1379FotoTH1.jpg","Pirineos","","644401","4759505","NO"
"6539","Pastas Urrutia","Pastas Urrutia","Restauracion","081102","6514","02020000","UJUÉ","Cafeterías","","","","Zona Media","","623144","4707350","NO"
"1297","Payvi-2","Payvi-2","Restauracion","081005","2186","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1297FotoTH1.jpg","Cuenca de Pamplona","","609445","4740264","NO"
"1473","Pekin","Pekin","Restauracion","081005","2362","02010000","TUDELA","Restaurantes","Internacional","02\01\00\00\","1473FotoTH1.jpg","La Ribera","","615389","4657340","NO"
"7732","Peñalén","Peñalén","Restauracion","081002","7664","02010000","PERALTA","Restaurantes","Asador, Casera o regional","02\01\00\00\","7732FotoTH1.JPG","La Ribera","","597932","4686950","NO"
"1166","Perrillas","Perrillas","Restauracion","081002","2055","02010000","AIBAR","Restaurantes","","02\01\00\00\","1166FotoTH1.jpg","Zona Media","","634311","4716745","NO"
"1677","Peruggia","Peruggia","Restauracion","081101                                            ","2566","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","611888","4742195","NO"
"4164","Perutxena Taberna","Perutxena Taberna","Restauracion","081005","2708","02010000","LARRASOAÑA","Restaurantes","Casera o regional","02\01\00\00\","4164FotoTH1.jpg","Pirineos","","619082","4750924","NO"
"1455","Petrinea Jatetxea","Petrinea Jatetxea","Restauracion","081005","2344","02010000","GORRITI","Restaurantes","Casera o regional","02\01\00\00\","1455FotoTH1.jpg","Pirineos","","585152","4766958","NO"
"1090","Pichorradicas (Casa Ignacio)","Pichorradicas (Casa Ignacio)","Restauracion","081002","1979","02010000","TUDELA","Restaurantes","Casera o regional","02\01\00\00\","1090FotoTH1.JPG","La Ribera","","615324","4657605","NO"
"1494","Pierresenea","Pierresenea","Restauracion","081005","2383","02010000","ORONOZ","Restaurantes","Casera o regional","02\01\00\00\","1494FotoTH1.jpg","Pirineos","","613317","4777444","NO"
"5986","Pigor","Pigor","Restauracion","","5911","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5986FotoTH1.JPG","Zona Media","","579445","4724868","NO"
"5825","Ping","Ping","Restauracion","081001","5676","02010000","PAMPLONA","Restaurantes","Casera o regional, Oriental","02\01\00\00\","5825FotoTH1.JPG","Cuenca de Pamplona","","610228","4742917","NO"
"4653","Piquio (Casa de Cantabría)","Piquio (Casa de Cantabría)","Restauracion","                                                  ","2751","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4653FotoTH1.jpg","Cuenca de Pamplona","","610048","4739915","NO"
"1319","Pitillas","Pitillas","Restauracion","081005","2208","02010000","BURLADA","Restaurantes","Casera o regional","02\01\00\00\","1319FotoTH1.jpg","Cuenca de Pamplona","","612951","4742143","NO"
"1331","Pizzeria La Bocatta","Pizzeria La Bocatta","Restauracion","081005","2220","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","1331FotoTH1.jpg","Cuenca de Pamplona","","609712","4741031","NO"
"1329","Pizzeria Monza","Pizzeria Monza","Restauracion","081005","2218","02010000","PAMPLONA","Restaurantes","Internacional","","","Cuenca de Pamplona","","608960","4740469","NO"
"1639","Planeta-1","Planeta-1","Restauracion","081101                                            ","2528","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","609194","4740277","NO"
"4112","Plazaola","Plazaola","Restauracion","","3026","02040000","IRURTZUN","Restaurantes","Casera o regional","01\01\01\00\","4112FotoTH1.jpg","Pirineos","","595441","4752783","NO"
"1725","Plazaola Bowling","Plazaola Bowling","Restauracion","081101                                            ","2614","02020000","AIZOÁIN","Cafeterías","","","","Cuenca de Pamplona","","607460","4744511","NO"
"5422","Populus","Populus","Restauracion","081005","2861","02010000","SARRIGUREN","Restaurantes","Casera o regional","02\01\00\00\","5422FotoTH1.jpg","Cuenca de Pamplona","","615470","4740929","NO"
"1342","Posada de Alcoz","Posada de Alcoz","Restauracion","081005","2231","02010000","ALKOTZ","Restaurantes","Casera o regional","02\01\00\00\","1342FotoTH1.jpg","Pirineos","","608097","4761599","NO"
"5249","Posada de Arraitz-Ostatu Berri","Posada de Arraitz-Ostatu Berri","Restauracion","081005","2839","02010000","ARRAITZ-ORKIN","Restaurantes","Casera o regional","02\01\00\00\","5249FotoTH1.jpg","Pirineos","","610136","4761971","NO"
"1484","Posada de Auza","Posada de Auza","Restauracion","081005","2373","02010000","AUZA","Restaurantes","Casera o regional","02\01\00\00\","1484FotoTH1.jpg","Pirineos","","605231","4760510","NO"
"1543","Posada de Egüés","Posada de Egüés","Restauracion","081001","2432","02010000","EGÜÉS","Restaurantes","Casera o regional","02\01\00\00\","1543FotoTH1.jpg","Cuenca de Pamplona","","617487","4742191","NO"
"5850","Posada de Gerendiain","Posada de Gerendiain","Restauracion","081005","5719","02010000","GERENDIAIN","Restaurantes","Casera o regional","02\01\00\00\","5850FotoTH1.JPG","Pirineos","","607846","4758033","NO"
"7221","Posada de Mugiro","Posada de Mugiro","Restauracion","081001","7192","02010000","MUGIRO","Restaurantes","Casera o regional","02\01\00\00\","7221FotoTH1.JPG","Pirineos","","591152","4760528","NO"
"1479","Posada de Orokieta - Orokietako Ostatua","Posada de Orokieta - Orokietako Ostatua","Restauracion","081005","2368","02010000","OROKIETA","Restaurantes","Casera o regional","02\01\00\00\","1479FotoTH1.jpg","Pirineos","","601253","4762968","NO"
"7593","Posada Elbete","Posada Elbete","Restauracion","081001","7533","02010000","ELBETE","Restaurantes","Casera o regional","02\01\00\00\","7593FotoTH1.JPG","Pirineos","","620859","4778506","NO"
"1674","Pozuelo","Pozuelo","Restauracion","081101                                            ","2563","02020000","TAFALLA","Cafeterías","","","","Zona Media","","608751","4709106","NO"
"1710","Principe","Principe","Restauracion","081101                                            ","2599","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","611574","4740086","NO"
"5951","Que pasa pues","Que pasa pues","Restauracion","","5876","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5951FotoTH1.JPG","La Ribera","","615287","4657654","NO"
"5939","Quei plaza","Quei plaza","Restauracion","","5864","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5939FotoTH1.JPG","La Ribera","","615356","4657528","NO"
"69","Quinto Real","Quinto Real","Restauracion","","2924","02040000","EUGI","Restaurantes","Casera o regional","01\01\03\00\","69FotoTH1.jpg","Pirineos","","621879","4759397","NO"
"1483","Quinto Real","Quinto Real","Restauracion","081005","2372","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1483FotoTH1.jpg","Cuenca de Pamplona","","611541","4742971","NO"
"5491","Qwerty","Qwerty","Restauracion","081002","2877","02010000","PAMPLONA","Restaurantes","De autor","02\01\00\00\","5491FotoTH1.JPG","Cuenca de Pamplona","","610955","4741574","NO"
"4717","Rafael","Rafael","Restauracion","                                                  ","2784","02030000","TAFALLA","Bares de pinchos","","02\03\00\00\","4717FotoTH1.jpg","Zona Media","","608805","4709110","NO"
"1441","Ramona","Ramona","Restauracion","081005","2330","02010000","LODOSA","Restaurantes","Casera o regional","","","La Ribera","","575847","4697178","NO"
"1285","Rancho Grande","Rancho Grande","Restauracion","081005","2174","02010000","ARRE","Restaurantes","Casera o regional","02\01\00\00\","1285FotoTH1.jpg","Cuenca de Pamplona","","613528","4744284","NO"
"5952","Rancho Grande","Rancho Grande","Restauracion","","5877","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5952FotoTH1.JPG","La Ribera","","615325","4657734","NO"
"3365","Redín","Redín","Restauracion","                                                  ","2646","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3365FotoTH1.jpg","Cuenca de Pamplona","","610788","4741599","NO"
"11","Remigio","Remigio","Restauracion","","2898","02040000","TUDELA","Restaurantes","Casera o regional","01\01\03\00\","11FotoTH1.JPG","La Ribera","","615416","4657544","NO"
"1307","Restaurante 33","Restaurante 33","Restauracion","081004","2196","02010000","TUDELA","Restaurantes","De autor","02\01\00\00\","1307FotoTH1.jpg","La Ribera","","615590","4657364","NO"
"1626","Reta","Reta","Restauracion","081101                                            ","2515","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","611508","4740551","NO"
"1447","Rex","Rex","Restauracion","081005","2336","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1447FotoTH1.jpg","Cuenca de Pamplona","","611565","4740482","NO"
"1706","Rey Sancho","Rey Sancho","Restauracion","081101                                            ","2595","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610210","4740480","NO"
"1071","Ribotas-Ebro","Ribotas-Ebro","Restauracion","081005","1960","02010000","TUDELA","Restaurantes","Casera o regional","02\01\00\00\","1071FotoTH1.jpg","La Ribera","","615703","4657852","NO"
"1365","Ricardo","Ricardo","Restauracion","081005","2254","02010000","ASTRÁIN","Restaurantes","Casera o regional","02\01\00\00\","1365FotoTH1.jpg","Cuenca de Pamplona","","603039","4734464","NO"
"1194","Richard","Richard","Restauracion","081002","2083","02010000","ESTELLA-LIZARRA","Restaurantes","Casera o regional","02\01\00\00\","1194FotoTH1.jpg","Zona Media","","579055","4725149","NO"
"6004","Richard","Richard","Restauracion","","5932","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","6004FotoTH1.JPG","Zona Media","","578934","4724955","NO"
"5401","Rickys Pizza","Rickys Pizza","Restauracion","081005","2856","02010000","PAMPLONA","Restaurantes","Rápida","02\01\00\00\","5401FotoTH1.jpg","Cuenca de Pamplona","","609499","4742564","NO"
"3362","Río","Río","Restauracion","                                                  ","2643","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3362FotoTH1.jpg","Cuenca de Pamplona","","610827","4741316","NO"
"6764","Río","Río","Restauracion","081101","6813","02020000","PAMPLONA","Cafeterías","Casera o regional","","","Cuenca de Pamplona","","610819","4741313","NO"
"1413","Rios","Rios","Restauracion","081003","2302","02010000","SAN ADRIÁN","Restaurantes","Casera o regional","02\01\00\00\","1413FotoTH1.jpg","La Ribera","","588039","4687341","NO"
"1244","Rochas","Rochas","Restauracion","081005","2133","02010000","ESTELLA-LIZARRA","Restaurantes","Casera o regional","02\01\00\00\","1244FotoTH1.jpg","Zona Media","","579189","4724691","NO"
"6005","Rochas","Rochas","Restauracion","","5933","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","6005FotoTH1.JPG","Zona Media","","579088","4724476","NO"
"1155","Rodero","Rodero","Restauracion","081005","2044","02010000","PAMPLONA","Restaurantes","","02\01\00\00\","1155FotoTH1.JPG","Cuenca de Pamplona","","611406","4741258","NO"
"1459","Roma","Roma","Restauracion","081005","2348","02010000","CINTRUÉNIGO","Restaurantes","Asador","02\01\00\00\","1459FotoTH1.jpg","La Ribera","","598725","4659610","NO"
"1534","Roman","Roman","Restauracion","081005","2423","02010000","IRURTZUN","Restaurantes","Casera o regional","02\01\00\00\","1534FotoTH1.jpg","Pirineos","","595671","4752466","NO"
"5996","Romanzado","Romanzado","Restauracion","081001","5924","02010000","DOMEÑO","Restaurantes","Casera o regional","02\01\00\00\","5996FotoTH1.JPG","Pirineos","","644225","4726179","NO"
"1456","Romeo","Romeo","Restauracion","081005","2345","02010000","ZIZUR MAYOR","Restaurantes","Asador","","","Cuenca de Pamplona","","606754","4738709","NO"
"5242","Roncesvalles","Roncesvalles","Restauracion","081005","2834","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","5242FotoTH1.jpg","Cuenca de Pamplona","","611112","4741199","NO"
"1591","Royal Menú","Royal Menú","Restauracion","081005","2480","02010000","VIANA","Restaurantes","Casera o regional","02\01\00\00\","1591FotoTH1.jpg","Zona Media","","551954","4706519","NO"
"1644","Rumbos","Rumbos","Restauracion","081101                                            ","2533","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","609387","4740181","NO"
"1666","Rumbos","Rumbos","Restauracion","081101                                            ","2555","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","611442","4740698","NO"
"5432","Ruralsuite","Ruralsuite","Restauracion","","6464","02040000","CASCANTE","Restaurantes","","01\01\02\00\","5432FotoTH1.JPG","La Ribera","","610547","4651448","NO"
"1702","Sabeco","Sabeco","Restauracion","081101                                            ","2591","02020000","TUDELA","Cafeterías","","","","La Ribera","","615958","4656604","NO"
"1237","Sagasti","Sagasti","Restauracion","081001","2126","02010000","LEITZA","Restaurantes","Casera o regional","02\01\00\00\","1237FotoTH1.jpg","Pirineos","","588164","4770556","NO"
"102","Salazar","Salazar","Restauracion","","2938","02040000","ORONZ","Restaurantes","Casera o regional","01\01\03\00\","102FotoTH1.jpg","Pirineos","","655520","4747879","SI"
"1357","Salazar","Salazar","Restauracion","081005","2246","02010000","BERIÁIN","Restaurantes","Casera o regional","02\01\00\00\","1357FotoTH1.jpg","Cuenca de Pamplona","","611911","4731711","NO"
"6509","San Andrés","San Andrés","Restauracion","081002","6922","02010000","TORRES DEL RÍO","Restaurantes","Casera o regional","02\01\00\00\","6509FotoTH1.JPG","Zona Media","","0","0","NO"
"3931","San Cristóbal","San Cristóbal","Restauracion","081005","2669","02010000","ANSOAIN","Restaurantes","Casera o regional","02\01\00\00\","3931FotoTH1.jpg","Cuenca de Pamplona","","611080","4743102","NO"
"1078","San Fermín","San Fermín","Restauracion","081002","1967","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1078FotoTH1.jpg","Cuenca de Pamplona","","610781","4741310","NO"
"1221","San Ignacio","San Ignacio","Restauracion","081002","2110","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1221FotoTH1.JPG","Cuenca de Pamplona","","610905","4741178","NO"
"5953","San Jaime","San Jaime","Restauracion","","5878","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5953FotoTH1.JPG","La Ribera","","615346","4657716","NO"
"1040","San Martín de Unx","San Martín de Unx","Restauracion","081005","1929","02010000","SAN MARTÍN DE UNX","Restaurantes","","02\01\00\00\","1040FotoTH1.jpg","Zona Media","","619514","4709568","NO"
"4559","San Miguel","San Miguel","Restauracion","081005","2738","02010000","ANDOSILLA","Restaurantes","Casera o regional","02\01\00\00\","4559FotoTH1.jpg","La Ribera","","586733","4692774","NO"
"1589","San Miguel de Aralar","San Miguel de Aralar","Restauracion","081001","2478","02010000","UHARTE-ARAKIL","Restaurantes","Casera o regional, De tapas y raciones","02\01\00\00\","1589FotoTH1.jpg","Pirineos","","584253","4755463","NO"
"4704","San Nicolás","San Nicolás","Restauracion","                                                  ","2772","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4704FotoTH1.jpg","Cuenca de Pamplona","","610828","4741317","NO"
"3922","San Nicolás - Cocina Vasca","San Nicolás - Cocina Vasca","Restauracion","081005","2665","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","3922FotoTH1.jpg","Cuenca de Pamplona","","610828","4741317","NO"
"1262","San Pedro","San Pedro","Restauracion","081005","2151","02010000","NOÁIN","Restaurantes","Casera o regional","02\01\00\00\","1262FotoTH1.jpg","Cuenca de Pamplona","","611715","4734984","NO"
"122","Sancho Ramírez","Sancho Ramírez","Restauracion","","6322","02040000","PAMPLONA","Restaurantes","","01\01\01\00\","122FotoTH1.jpg","Cuenca de Pamplona","","609194","4740277","NO"
"59","Santamaría","Santamaría","Restauracion","","2921","02040000","TUDELA","Restaurantes","Casera o regional","01\01\01\00\","59FotoTH1.JPG","La Ribera","","615731","4657555","NO"
"5090","Santiago Ramón y Cajal","Santiago Ramón y Cajal","Restauracion","","3054","02040000","PETILLA DE ARAGÓN","Restaurantes","","01\01\03\00\","5090FotoTH1.jpg","Zona Media","","656804","4702747","NO"
"1305","Santxotena","Santxotena","Restauracion","081002","2194","02010000","ELIZONDO","Restaurantes","Casera o regional","02\01\00\00\","1305FotoTH2.jpg","Pirineos","","620533","4778216","NO"
"1011","Sarasate","Sarasate","Restauracion","081002","1900","02010000","PAMPLONA","Restaurantes","Vegetariana","02\01\00\00\","1011FotoTH1.jpg","Cuenca de Pamplona","","610816","4741297","NO"
"1377","Sarasate","Sarasate","Restauracion","081001","2266","02010000","SARASATE","Restaurantes","Casera o regional","02\01\00\00\","1377FotoTH1.jpg","Cuenca de Pamplona","","599832","4749539","NO"
"1537","Sarrio","Sarrio","Restauracion","081005","2426","02010000","BERRIOPLANO","Restaurantes","Casera o regional","02\01\00\00\","1537FotoTH1.jpg","Cuenca de Pamplona","","607179","4744708","NO"
"1083","Sastinea","Sastinea","Restauracion","081005","1972","02010000","ARESO","Restaurantes","","02\01\00\00\","1083FotoTH1.jpg","Pirineos","","585402","4770377","NO"
"1069","Señorío de Beraiz","Señorío de Beraiz","Restauracion","081005","1958","02010000","BERAIZ","Restaurantes","Asador","02\01\00\00\","1069FotoTH1.jpg","Cuenca de Pamplona","","613726","4751562","NO"
"5931","Sent Soví","Sent Soví","Restauracion","081005","5856","02010000","TUDELA","Restaurantes","Casera o regional, Innovadora","02\01\00\00\","5931FotoTH1.JPG","La Ribera","","615246","4657538","NO"
"1733","Shamrock","Shamrock","Restauracion","081101                                            ","2622","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610047","4739930","NO"
"4185","Sibaris","Sibaris","Restauracion","081005","2715","02010000","PAMPLONA","Restaurantes","Innovadora","02\01\00\00\","4185FotoTH1.jpg","Cuenca de Pamplona","","611720","4740422","NO"
"1515","Sidrería Aizoain","Sidrería Aizoain","Restauracion","081005","2404","02010000","AIZOÁIN","Restaurantes","Sidrería","02\01\00\00\","1515FotoTH1.jpg","Cuenca de Pamplona","","607468","4744238","NO"
"5181","Sidrería Asador Kupela","Sidrería Asador Kupela","Restauracion","081002","2830","02010000","LODOSA","Restaurantes","Sidrería","02\01\00\00\","5181FotoTH1.jpg","La Ribera","","575843","4697065","NO"
"1052","Sidrería Auzmendi Sagardotegia","Sidrería Auzmendi Sagardotegia","Restauracion","081005","1941","02010000","PAMPLONA","Restaurantes","Sidrería","02\01\00\00\","1052FotoTH1.jpg","Cuenca de Pamplona","","610120","4741959","NO"
"3936","Sidrería Behetxonea","Sidrería Behetxonea","Restauracion","081005","2674","02010000","BERUETE","Restaurantes","Sidrería","02\01\00\00\","3936FotoTH1.jpg","Pirineos","","596448","4763781","NO"
"1157","Sidrería Castejón","Sidrería Castejón","Restauracion","081002","2046","02010000","CASTEJÓN","Restaurantes","Asador, Casera o regional, De tapas y raciones, Sidrería","02\01\00\00\","1157FotoTH1.jpg","La Ribera","","607355","4669768","NO"
"6473","Sidrería Chez Belagua","Sidrería Chez Belagua","Restauracion","081002","6376","02010000","PAMPLONA","Restaurantes","Sidrería","02\01\00\00\","6473FotoTH1.JPG","Cuenca de Pamplona","","611027","4741406","NO"
"5281","Sidrería Etxesakan","Sidrería Etxesakan","Restauracion","081005","2842","02010000","GARÍSOAIN","Restaurantes","Sidrería","02\01\00\00\","5281FotoTH1.jpg","Zona Media","","589292","4730244","NO"
"1075","Sidrería Juanluzenea","Sidrería Juanluzenea","Restauracion","081005","1964","02010000","ODERITZ","Restaurantes","","02\01\00\00\","1075FotoTH1.jpg","Pirineos","","591866","4755917","NO"
"4406","Sidrería Kupela","Sidrería Kupela","Restauracion","081005","2726","02010000","URDAZUBI/URDAX","Restaurantes","Sidrería","02\01\00\00\","4406FotoTH1.jpg","Pirineos","","621183","4794067","NO"
"1092","Sidrería Larraldea","Sidrería Larraldea","Restauracion","081005","1981","02010000","LEKAROZ","Restaurantes","Sidrería","02\01\00\00\","1092FotoTH1.jpg","Pirineos","","619074","4779294","NO"
"1006","Sidrería Linddurrenborda","Sidrería Linddurrenborda","Restauracion","081005","1895","02010000","LESAKA","Restaurantes","Sidrería","02\01\00\00\","1006FotoTH1.jpg","Pirineos","","604522","4789767","NO"
"1193","Sidrería Martintxo","Sidrería Martintxo","Restauracion","081002","2082","02010000","CIZUR MENOR","Restaurantes","","02\01\00\00\","1193FotoTH1.jpg","Cuenca de Pamplona","","608311","4738147","NO"
"1114","Sidrería Pil-Pil","Sidrería Pil-Pil","Restauracion","081002","2003","02010000","PAMPLONA","Restaurantes","Sidrería","02\01\00\00\","1114FotoTH1.jpg","Cuenca de Pamplona","","609296","4740185","NO"
"1573","Sidrería Suetxe","Sidrería Suetxe","Restauracion","081005","2462","02010000","LOS ARCOS","Restaurantes","Sidrería","02\01\00\00\","1573FotoTH1.JPG","Zona Media","","566461","4713197","NO"
"1057","Sidrería Toki-Alai","Sidrería Toki-Alai","Restauracion","081005","1946","02010000","LEKUNBERRI","Restaurantes","Sidrería","02\01\00\00\","1057FotoTH1.jpg","Pirineos","","590184","4761242","NO"
"4916","Sidrería Ttakun","Sidrería Ttakun","Restauracion","081001","2814","02010000","AURIZBERRI/ESPINAL","Restaurantes","Sidrería","02\01\00\00\","4916FotoTH1.jpg","Pirineos","","634891","4759398","NO"
"1646","Slalom","Slalom","Restauracion","081101                                            ","2535","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","609889","4740359","NO"
"1707","Sorgintze","Sorgintze","Restauracion","081101                                            ","2596","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","611017","4740109","NO"
"1704","Stadium","Stadium","Restauracion","081101                                            ","2593","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610973","4740585","NO"
"4004","Stik-Bol","Stik-Bol","Restauracion","081001","2699","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","4004FotoTH1.jpg","Cuenca de Pamplona","","611644","4740708","NO"
"6006","Stop","Stop","Restauracion","","5934","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","6006FotoTH1.JPG","Zona Media","","578922","4724664","NO"
"304","Suetxe","Suetxe","Restauracion","","6718","02040000","LOS ARCOS","Restaurantes","","01\01\03\00\","304FotoTH1.JPG","Zona Media","","566461","4713197","NO"
"4609","Sur","Sur","Restauracion","081005","2740","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","4609FotoTH1.jpg","Cuenca de Pamplona","","610914","4742827","NO"
"4698","Susana","Susana","Restauracion","081005","2770","02010000","LERÍN","Restaurantes","Casera o regional","02\01\00\00\","4698FotoTH1.jpg","La Ribera","","584054","4704143","NO"
"4956","Tabla Tomasa","Tabla Tomasa","Restauracion","081005","2818","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","4956FotoTH1.jpg","Cuenca de Pamplona","","609552","4741326","NO"
"20","Tafalla","Tafalla","Restauracion","","2903","02040000","TAFALLA","Restaurantes","Casera o regional","01\01\03\00\","20FotoTH1.jpg","Zona Media","","609013","4706070","NO"
"1111","Tallunce","Tallunce","Restauracion","081002","2000","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1111FotoTH1.jpg","Cuenca de Pamplona","","609556","4739467","NO"
"1486","Talluntxe","Talluntxe","Restauracion","081005","2375","02010000","NOÁIN","Restaurantes","Casera o regional","02\01\00\00\","1486FotoTH1.jpg","Cuenca de Pamplona","","611790","4736769","NO"
