id;title;streetAddress;postalCode;addressLocality;tel;email;url;image;logo;restauranteEnHotel;socioHoreca;sinGluten;fincaCatering;servesCuisine;accesibilidad;comment;tenedores;capacidad;geometry;lastUpdated;description;link;sameAs
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1060";"PENSIÓN LABORRA";"C/ Duquesa  Villahermosa, 4, 1ºA-B-C, 2ºC, 4º C, 7ºA-B, 8ºC, 11º C";"50010";"Zaragoza";"";"info@pensionlaborra.es";"http://www.pensionlaborra.es/inicio.html";"";"";"";"";"";"";"";"";"Nº de plazas: 9";"";"";"674998.59 4613176.49";2017-03-12T23:00:00Z;"C/ Duquesa  Villahermosa, 4, 1ºA-B-C, 2ºC, 4º C, 7ºA-B, 8ºC, 11º C <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 34 30 05";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1060"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1102";"HOTEL CATALONIA EL PILAR";"C/ Manifestación, 16";"50003";"Zaragoza";"";"elpilar@hoteles-catalonia.es";"http://www.hoteles-catalonia.es";"";"";"true";"";"";"";"";"";"Restaurante Hotel Catalonia Plaza Zaragoza. Sólo cenas.";"";"";"676536.11 4613962.16";2017-03-28T22:00:00Z;"C/ Manifestación, 16 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 20 58 58";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1102"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1736";"DON FON";"C/ Berenguer Bardaji, 68";"50017";"ZARAGOZA";"";"donfon@eresmas.com";"";"";"";"";"";"";"";"";"";"Contacto. Sr. D. Shudi Pan";"2";"80";"674283.61 4613119.49";2017-03-13T23:00:00Z;"C/ Berenguer Bardaji, 68 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 34 76 71";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1736"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1740";"ESPEJO";"C/ Santiago, 30-32";"50003";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"";"1";"60";"676814.74 4613848.77";2017-03-19T23:00:00Z;"C/ Santiago, 30-32 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 29 34 32";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1740"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1742";"LA FARTALLA";"C/ Reconquista, 8";"50001";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"";"1";"44";"676998.59 4613261.85";2017-03-19T23:00:00Z;"C/ Reconquista, 8 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 29 47 65";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1742"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1744";"EL FERIAL";"C/ Sixto Celorrio, 72";"50015";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"";"1";"48";"676978.58 4614632.52";2017-03-19T23:00:00Z;"C/ Sixto Celorrio, 72 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 51 11 65";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1744"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1746";"FLANDES Y FABIOLA";"Parque Grande José Antonio Labordeta";"50006";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"";"1";"50";"675371.39 4611436.24";2017-03-19T23:00:00Z;"Parque Grande José Antonio Labordeta <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 38 72 38";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1746"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1747";"LA FORJA";"C/ Mayor, 43 dpdo.";"50001";"Zaragoza";"";"virueles@hotmail.com";"";"/cont/paginas/turismo/oficina/rsc/img/empresa/laforja.jpg";"";"";"true";"";"";"";"";"Restaurante tipico aragones donde comer auntentica carne a la brasa en el mismo centro de Zaragoza. Cocina Aragonesa. Genuina Brasa de Carbón Vegetal donde cocinamos su carne al momento. Trato amable y familiar. Especialidad en Migas a la Pastora, Caracoles a la Brasa y Pimientos del Piquillo Rellenos de Ternasco. Seleccionada carta de Vinos Aragoneses y Españoles.";"2";"104";"676970.77 4613686.47";2017-03-14T23:00:00Z;"C/ Mayor, 43 dpdo. <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 29 12 84";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1747"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1748";"FORO ROMANO - TREVI";"Pza. de la Seo, 2-3";"50001";"Zaragoza";"";"reservas@hoteltibur.com";"http://www.avilhoteles.com";"";"";"true";"";"";"";"";"<div><img src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt=""Accesible con acompañante""/> Accesible con Acompañante</div><ul><li><strong>Acceso</strong>:  Acceso por rampa desde el Hotel Tibur</li><li>Aseos adaptados: No</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>";"Restaurante Foro Romano. Restaurante del Hotel Tibur. Abierto todos los días.";"2";"80";"676929.52 4613869.03";2017-03-28T22:00:00Z;"Pza. de la Seo, 2-3 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 20 20 00";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1748"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1749";"RESTAURANTE EL FUELLE";"C/ Mayor, 59";"50001";"Zaragoza";"";"elfuellezaragoza@hotmail.com";"http://http://www.el-fuelle.com/";"/cont/paginas/turismo/oficina/rsc/img/empresa/foto%20RESTAURANTE%20EL%20FUELLE.jpg";"/cont/paginas/turismo/oficina/rsc/img/empresa/139.%20L_Fuelle.jpg";"";"true";"";"";"";"";"";"";"";"677096.13 4613604.88";2017-10-01T22:00:00Z;"C/ Mayor, 59 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 39 80 33";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1749"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1750";"GERARDO";"C/ Italia, 57";"50010";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"Contacto: Gerardo Luis Biurrun Lacuey";"1";"36";"675019.58 4613261.46";2017-03-20T23:00:00Z;"C/ Italia, 57 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 35 51 18";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1750"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1753";"BURGER KING";"C/ Coso, 62";"50001";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"";"1";"136";"676662.06 4613478.68";2017-03-16T23:00:00Z;"C/ Coso, 62 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 22 71 14";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1753"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1763";"ITZIAR 2";"C/ Juan José Rivas, 9";"50006";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"";"1";"80";"675715.91 4612318.94";2017-03-20T23:00:00Z;"C/ Juan José Rivas, 9 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 35 57 77";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1763"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1764";"JABATO, EL";"Crta. Logroño, km.2-4, Polígono Portazgo, Nave 29";"50011";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"";"1";"45";"661822.79 4614958.34";2017-03-20T23:00:00Z;"Crta. Logroño, km.2-4, Polígono Portazgo, Nave 29 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 68 10 54";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1764"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1765";"EL JARDINCILLO";"Crta. Logroño, km.3,700";"50011";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"";"1";"295";"664932.52 4616996.94";2017-03-20T23:00:00Z;"Crta. Logroño, km.3,700 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 33 57 98";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1765"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1766";"JAUJA";"C/ Embarcadero, 2";"50009";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"Contacto: Oscar Serrano Pujol";"1";"24";"674403.56 4610981.7";2017-03-20T23:00:00Z;"C/ Embarcadero, 2 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 52 12 00";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1766"
"https://www.zaragoza.es/sede/recurso/turismo/restaurante//1767";"SIDRERIA LA KUPELA";"C/ Santiago, 23";"50003";"Zaragoza";"";"";"";"";"";"";"";"";"";"";"";"Asador de ambiente tranquilo especializado en cocina vasco-aragonesa, con platos como chuletón de buey gallego, tortilla de bacalao, ensalada de pimientos asados con cebolla de Fuentes y bonito, lubina al orio de frutos secos y miel, ternasco a la brasa y chorizo a la sidra. Sala con capacidad para 80 comensales, ideal para banquetes y reuniones.";"2";"50";"676823.83 4613858.61";2017-03-14T23:00:00Z;"C/ Santiago, 23 <strong><abbr title=""Tel�fono"">Tel.:</abbr></strong> 976 39 02 58";"";"http://www.zaragoza.es/api/recurso/turismo/restaurante/1767"
